x,y,z,yaw,x desired,y desired,z desired,yaw desired,time
0.083500000000000005,-0.0178,1.1193200000000001,-2.0945299999999998,1.5,0.0,0.5,-3.1415899999999999,1676564168.47452
0.084209999999999993,-0.017829999999999999,1.12076,-2.1002399999999999,1.5,0.0,0.5,-3.1415899999999999,1676564168.5498099
0.08763,-0.017899999999999999,1.1312199999999999,-2.12554,1.5,0.0,0.5,-3.1415899999999999,1676564168.5733099
0.093450000000000005,-0.01788,1.1423000000000001,-2.1631100000000001,1.5,0.0,0.5,-3.1415899999999999,1676564168.62376
0.096799999999999997,-0.017590000000000001,1.1517599999999999,-2.1860300000000001,1.5,0.0,0.5,-3.1415899999999999,1676564168.6735599
0.10181,-0.016760000000000001,1.1706300000000001,-2.2172100000000001,1.5,0.0,0.5,-3.1415899999999999,1676564168.7232299
0.10656,-0.015720000000000001,1.1863699999999999,-2.2457500000000001,1.5,0.0,0.5,-3.1415899999999999,1676564168.7744
0.11104,-0.01448,1.1999200000000001,-2.27135,1.5,0.0,0.5,-3.1415899999999999,1676564168.82411
0.11214,-0.014149999999999999,1.2034899999999999,-2.2774299999999998,1.5,0.0,0.5,-3.1415899999999999,1676564168.88989
0.11570999999999999,-0.01295,1.2152400000000001,-2.29732,1.5,0.0,0.5,-3.1415899999999999,1676564168.9232299
0.12144000000000001,-0.010800000000000001,1.2288699999999999,-2.32714,1.5,0.0,0.5,-3.1415899999999999,1676564168.97333
0.12697,-0.0084799999999999997,1.2394799999999999,-2.3538899999999998,1.5,0.0,0.5,-3.1415899999999999,1676564169.02301
